payment_id,member_id,payment_date,amount_eur,discount_pct,membership_type,payment_method,invoice_number,status
2049,313,2024-01-18,75.0,0,Family,Cash,INV-2024-002049,Paid
2050,61,2023-03-27,20.0,0,Student,Cash,INV-2023-002050,Paid
2051,549,2023-02-13,22.0,0,Senior,Bank Transfer,INV-2023-002051,Failed
2052,1130,2024-08-14,75.0,0,Family,Online,INV-2024-002052,Paid
2053,894,2024-03-30,65.0,0,Premium,Bank Transfer,INV-2024-002053,Pending
2054,355,2023-07-30,90.0,0,VIP,Card,INV-2023-002054,Failed
2055,1196,2023-10-01,8.0,0,Day Pass,Cash,INV-2023-002055,Paid
2056,1000,2024-07-02,8.0,0,Day Pass,Bank Transfer,INV-2024-002056,Paid
2057,653,2024-02-24,90.0,0,VIP,PayPal,INV-2024-002057,Paid
2058,723,2022-05-12,90.0,0,VIP,Card,INV-2022-002058,Paid
2059,1048,2024-04-19,65.0,0,Premium,PayPal,INV-2024-002059,Paid
2060,722,2022-08-23,75.0,0,Family,Bank Transfer,INV-2022-002060,Paid
2061,880,2024-01-03,75.0,0,Family,Cash,INV-2024-002061,Paid
2062,762,2023-10-06,20.0,0,Student,Bank Transfer,INV-2023-002062,Paid
2063,23,2023-03-14,65.0,0,Premium,Bank Transfer,INV-2023-002063,Paid
2064,477,2024-02-29,35.0,0,Monthly,Cash,INV-2024-002064,Paid
2065,1080,2025-02-22,25.0,0,Basic,PayPal,INV-2025-002065,Paid
2066,154,2024-05-13,55.0,0,Corporate,Online,INV-2024-002066,Paid
2067,651,2023-02-10,90.0,0,VIP,Online,INV-2023-002067,Paid
2068,1022,2023-07-17,90.0,0,VIP,Card,INV-2023-002068,Paid
2069,928,2023-11-01,75.0,0,Family,Cash,INV-2023-002069,Paid
2070,1181,2022-02-06,8.0,0,Day Pass,PayPal,INV-2022-002070,Paid
2071,10,2023-08-06,67.5,10,Family,Online,INV-2023-002071,Paid
2072,76,2024-12-16,38.0,5,Standard,Card,INV-2024-002072,Paid
2073,143,2024-04-30,55.0,0,Corporate,Bank Transfer,INV-2024-002073,Paid
2074,650,2024-03-30,25.0,0,Basic,Bank Transfer,INV-2024-002074,Paid
2075,1012,2024-03-16,90.0,0,VIP,Online,INV-2024-002075,Paid
2076,1011,2022-09-06,20.0,0,Student,PayPal,INV-2022-002076,Paid
2077,211,2022-04-08,8.0,0,Day Pass,Cash,INV-2022-002077,Paid
2078,216,2024-06-11,72.0,20,VIP,Card,INV-2024-002078,Paid
2079,392,2024-01-26,75.0,0,Family,PayPal,INV-2024-002079,Paid
2080,11,2022-04-18,81.0,10,VIP,Card,INV-2022-002080,Paid
2081,227,2023-09-16,40.0,0,Standard,Bank Transfer,INV-2023-002081,Paid
2082,778,2022-12-15,90.0,0,VIP,PayPal,INV-2022-002082,Pending
2083,944,2023-10-16,90.0,0,VIP,PayPal,INV-2023-002083,Paid
2084,847,2022-09-08,35.0,0,Monthly,Cash,INV-2022-002084,Paid
2085,1184,2024-09-30,22.0,0,Senior,Bank Transfer,INV-2024-002085,Failed
2086,989,2023-06-25,20.0,0,Student,Card,INV-2023-002086,Paid
2087,723,2023-05-12,90.0,0,VIP,Cash,INV-2023-002087,Paid
2088,160,2024-10-09,22.0,0,Senior,Card,INV-2024-002088,Paid
2089,443,2024-02-28,75.0,0,Family,Card,INV-2024-002089,Paid
2090,698,2024-12-16,25.0,0,Basic,Bank Transfer,INV-2024-002090,Paid
2091,639,2022-11-12,8.0,0,Day Pass,Card,INV-2022-002091,Paid
2092,267,2024-01-15,20.0,0,Student,Online,INV-2024-002092,Paid
2093,1052,2024-03-30,55.0,0,Corporate,Bank Transfer,INV-2024-002093,Paid
2094,867,2023-09-22,75.0,0,Family,PayPal,INV-2023-002094,Failed
2095,210,2022-08-08,20.0,0,Student,Cash,INV-2022-002095,Paid
2096,34,2023-01-19,52.25,5,Corporate,Online,INV-2023-002096,Paid
2097,1088,2023-06-28,25.0,0,Basic,PayPal,INV-2023-002097,Paid
2098,173,2023-03-11,8.0,0,Day Pass,PayPal,INV-2023-002098,Paid
2099,883,2022-04-19,25.0,0,Basic,Bank Transfer,INV-2022-002099,Paid
2100,201,2024-02-23,25.0,0,Basic,Online,INV-2024-002100,Paid
2101,398,2024-04-04,25.0,0,Basic,Bank Transfer,INV-2024-002101,Paid
2102,1085,2024-11-28,8.0,0,Day Pass,Card,INV-2024-002102,Paid
2103,510,2023-03-26,46.75,15,Corporate,Card,INV-2023-002103,Paid
2104,1179,2022-05-15,22.0,0,Senior,Bank Transfer,INV-2022-002104,Paid
2105,464,2024-04-08,71.25,5,Family,Card,INV-2024-002105,Paid
2106,451,2023-07-04,55.0,0,Corporate,Cash,INV-2023-002106,Paid
2107,417,2023-08-13,90.0,0,VIP,Bank Transfer,INV-2023-002107,Paid
2108,7,2024-10-27,55.0,0,Corporate,PayPal,INV-2024-002108,Pending
2109,977,2023-05-04,65.0,0,Premium,Card,INV-2023-002109,Paid
2110,342,2024-07-21,40.0,0,Standard,Card,INV-2024-002110,Paid
2111,972,2022-02-12,75.0,0,Family,Bank Transfer,INV-2022-002111,Paid
2112,158,2022-01-20,35.0,0,Monthly,Online,INV-2022-002112,Paid
2113,1195,2023-05-22,55.0,0,Corporate,Card,INV-2023-002113,Paid
2114,36,2023-08-19,25.0,0,Basic,PayPal,INV-2023-002114,Paid
2115,1031,2022-10-28,8.0,0,Day Pass,Card,INV-2022-002115,Paid
2116,624,2023-11-19,75.0,0,Family,Bank Transfer,INV-2023-002116,Paid
2117,1118,2024-09-23,35.0,0,Monthly,Online,INV-2024-002117,Paid
2118,28,2023-09-09,8.0,0,Day Pass,PayPal,INV-2023-002118,Paid
2119,992,2024-11-29,35.0,0,Monthly,Card,INV-2024-002119,Paid
2120,303,2023-03-28,34.0,15,Standard,Cash,INV-2023-002120,Paid
2121,732,2023-05-16,65.0,0,Premium,Online,INV-2023-002121,Paid
2122,737,2022-07-02,65.0,0,Premium,Online,INV-2022-002122,Paid
2123,222,2025-01-20,63.75,15,Family,Online,INV-2025-002123,Pending
2124,1080,2023-12-16,25.0,0,Basic,Online,INV-2023-002124,Pending
2125,855,2023-07-20,22.5,10,Basic,Card,INV-2023-002125,Paid
2126,1187,2023-12-05,55.0,0,Corporate,Card,INV-2023-002126,Paid
2127,888,2025-03-06,75.0,0,Family,Bank Transfer,INV-2025-002127,Failed
2128,591,2022-01-18,55.0,0,Corporate,Cash,INV-2022-002128,Paid
2129,956,2024-12-07,8.0,0,Day Pass,PayPal,INV-2024-002129,Failed
2130,1144,2023-09-14,8.0,0,Day Pass,Card,INV-2023-002130,Paid
2131,604,2022-03-25,90.0,0,VIP,PayPal,INV-2022-002131,Paid
2132,253,2023-09-19,22.0,0,Senior,Bank Transfer,INV-2023-002132,Paid
2133,2,2022-10-10,90.0,0,VIP,Bank Transfer,INV-2022-002133,Paid
2134,1029,2025-02-22,22.0,0,Senior,Card,INV-2025-002134,Paid
2135,555,2023-02-07,90.0,0,VIP,Card,INV-2023-002135,Paid
2136,596,2024-08-27,35.0,0,Monthly,Cash,INV-2024-002136,Pending
2137,792,2022-07-20,75.0,0,Family,Bank Transfer,INV-2022-002137,Pending
2138,637,2024-06-11,20.0,0,Student,Bank Transfer,INV-2024-002138,Paid
2139,1185,2023-02-13,20.0,0,Student,Online,INV-2023-002139,Paid
2140,1136,2023-09-17,22.0,0,Senior,PayPal,INV-2023-002140,Paid
2141,945,2024-02-09,55.0,0,Corporate,Online,INV-2024-002141,Paid
2142,197,2024-06-24,75.0,0,Family,PayPal,INV-2024-002142,Paid
2143,733,2024-05-25,22.0,0,Senior,Online,INV-2024-002143,Paid
2144,945,2025-02-18,55.0,0,Corporate,Online,INV-2025-002144,Paid
2145,182,2023-09-12,40.0,0,Standard,PayPal,INV-2023-002145,Paid
2146,1049,2025-01-17,55.0,0,Corporate,Bank Transfer,INV-2025-002146,Pending
2147,110,2024-03-15,75.0,0,Family,Card,INV-2024-002147,Paid
2148,948,2024-11-26,55.0,0,Corporate,Card,INV-2024-002148,Paid
2149,174,2022-08-08,20.0,0,Student,Card,INV-2022-002149,Paid
2150,596,2023-11-10,35.0,0,Monthly,Card,INV-2023-002150,Paid
2151,1198,2022-04-19,22.0,0,Senior,PayPal,INV-2022-002151,Paid
2152,296,2024-10-11,8.0,0,Day Pass,Cash,INV-2024-002152,Paid
2153,617,2022-01-14,55.0,0,Corporate,PayPal,INV-2022-002153,Paid
2154,412,2022-01-01,90.0,0,VIP,Card,INV-2022-002154,Paid
2155,1065,2023-02-23,35.0,0,Monthly,Card,INV-2023-002155,Paid
2156,1036,2022-04-24,20.0,0,Student,Bank Transfer,INV-2022-002156,Pending
2157,829,2023-01-12,90.0,0,VIP,PayPal,INV-2023-002157,Paid
2158,534,2024-06-18,75.0,0,Family,PayPal,INV-2024-002158,Paid
2159,253,2022-02-14,22.0,0,Senior,Cash,INV-2022-002159,Paid
2160,350,2025-01-24,65.0,0,Premium,Online,INV-2025-002160,Paid
2161,594,2022-07-24,65.0,0,Premium,Online,INV-2022-002161,Failed
2162,753,2024-03-12,55.0,0,Corporate,Card,INV-2024-002162,Paid
2163,951,2024-05-20,8.0,0,Day Pass,Bank Transfer,INV-2024-002163,Paid
2164,937,2024-03-08,25.0,0,Basic,Bank Transfer,INV-2024-002164,Paid
2165,70,2024-06-29,40.0,0,Standard,Bank Transfer,INV-2024-002165,Paid
2166,286,2024-07-27,65.0,0,Premium,Cash,INV-2024-002166,Paid
2167,733,2024-10-27,22.0,0,Senior,PayPal,INV-2024-002167,Paid
2168,800,2022-12-24,20.0,0,Student,Bank Transfer,INV-2022-002168,Paid
2169,1154,2022-10-14,22.0,0,Senior,Bank Transfer,INV-2022-002169,Paid
2170,807,2024-09-17,35.0,0,Monthly,Online,INV-2024-002170,Paid
2171,370,2024-11-04,65.0,0,Premium,PayPal,INV-2024-002171,Paid
2172,531,2023-10-26,90.0,0,VIP,PayPal,INV-2023-002172,Paid
2173,713,2024-04-06,55.0,0,Corporate,Card,INV-2024-002173,Paid
2174,326,2022-08-06,35.0,0,Monthly,Online,INV-2022-002174,Paid
2175,663,2023-04-30,65.0,0,Premium,Cash,INV-2023-002175,Paid
2176,787,2024-05-10,35.0,0,Monthly,Card,INV-2024-002176,Pending
2177,513,2022-05-30,90.0,0,VIP,Bank Transfer,INV-2022-002177,Paid
2178,61,2023-10-20,18.0,10,Student,Online,INV-2023-002178,Paid
2179,774,2025-03-21,75.0,0,Family,Cash,INV-2025-002179,Paid
2180,518,2023-08-09,40.0,0,Standard,Cash,INV-2023-002180,Paid
2181,889,2023-01-29,55.0,0,Corporate,Card,INV-2023-002181,Paid
2182,198,2022-10-15,65.0,0,Premium,Bank Transfer,INV-2022-002182,Pending
2183,836,2022-05-28,55.0,0,Corporate,PayPal,INV-2022-002183,Paid
2184,1017,2023-03-01,35.0,0,Monthly,Online,INV-2023-002184,Paid
2185,1026,2025-02-18,75.0,0,Family,Card,INV-2025-002185,Paid
2186,899,2024-02-10,8.0,0,Day Pass,PayPal,INV-2024-002186,Paid
2187,161,2024-11-25,75.0,0,Family,Card,INV-2024-002187,Paid
2188,1022,2025-01-12,90.0,0,VIP,Cash,INV-2025-002188,Paid
2189,594,2023-05-30,58.5,10,Premium,Bank Transfer,INV-2023-002189,Paid
2190,140,2022-11-20,33.25,5,Monthly,Card,INV-2022-002190,Failed
2191,1095,2024-11-26,65.0,0,Premium,PayPal,INV-2024-002191,Pending
2192,640,2022-04-27,40.0,0,Standard,Card,INV-2022-002192,Paid
2193,1194,2023-06-23,90.0,0,VIP,Card,INV-2023-002193,Paid
2194,693,2023-02-15,8.0,0,Day Pass,Card,INV-2023-002194,Paid
2195,286,2023-11-07,65.0,0,Premium,Card,INV-2023-002195,Pending
2196,483,2025-02-28,22.0,0,Senior,Card,INV-2025-002196,Pending
2197,709,2024-05-02,60.0,20,Family,PayPal,INV-2024-002197,Paid
2198,166,2024-09-07,19.0,5,Student,Bank Transfer,INV-2024-002198,Failed
2199,86,2024-10-14,65.0,0,Premium,Bank Transfer,INV-2024-002199,Paid
2200,884,2023-04-12,65.0,0,Premium,Card,INV-2023-002200,Paid
2201,54,2023-02-06,35.0,0,Monthly,Online,INV-2023-002201,Paid
2202,38,2022-04-17,90.0,0,VIP,Online,INV-2022-002202,Paid
2203,257,2024-05-24,40.0,0,Standard,Card,INV-2024-002203,Paid
2204,897,2024-01-24,90.0,0,VIP,Bank Transfer,INV-2024-002204,Paid
2205,895,2023-05-03,81.0,10,VIP,PayPal,INV-2023-002205,Paid
2206,21,2025-01-03,35.0,0,Monthly,Card,INV-2025-002206,Paid
2207,512,2022-06-06,35.0,0,Monthly,Online,INV-2022-002207,Paid
2208,370,2023-10-06,65.0,0,Premium,Cash,INV-2023-002208,Paid
2209,599,2024-03-25,55.0,0,Corporate,Card,INV-2024-002209,Paid
2210,158,2025-01-18,35.0,0,Monthly,Bank Transfer,INV-2025-002210,Paid
2211,452,2023-09-12,20.0,0,Student,PayPal,INV-2023-002211,Failed
2212,600,2023-05-16,85.5,5,VIP,Bank Transfer,INV-2023-002212,Paid
2213,654,2024-10-28,55.0,0,Corporate,Bank Transfer,INV-2024-002213,Paid
2214,842,2024-09-22,35.0,0,Monthly,Cash,INV-2024-002214,Paid
2215,281,2024-12-02,22.0,0,Senior,PayPal,INV-2024-002215,Paid
2216,432,2022-10-18,8.0,0,Day Pass,Cash,INV-2022-002216,Paid
2217,902,2024-07-18,22.0,0,Senior,Card,INV-2024-002217,Failed
2218,1022,2023-07-08,90.0,0,VIP,Online,INV-2023-002218,Paid
2219,616,2022-06-23,8.0,0,Day Pass,PayPal,INV-2022-002219,Paid
2220,787,2024-02-23,35.0,0,Monthly,Card,INV-2024-002220,Paid
2221,460,2023-01-13,8.0,0,Day Pass,PayPal,INV-2023-002221,Paid
2222,108,2022-03-06,35.0,0,Monthly,Bank Transfer,INV-2022-002222,Paid
2223,54,2023-11-20,31.5,10,Monthly,Bank Transfer,INV-2023-002223,Pending
2224,444,2023-11-30,65.0,0,Premium,PayPal,INV-2023-002224,Paid
2225,889,2022-04-27,52.25,5,Corporate,PayPal,INV-2022-002225,Paid
2226,795,2023-08-12,17.0,15,Student,PayPal,INV-2023-002226,Paid
2227,950,2025-03-09,35.0,0,Monthly,Bank Transfer,INV-2025-002227,Paid
2228,333,2024-08-15,63.75,15,Family,Cash,INV-2024-002228,Paid
2229,271,2023-07-29,23.75,5,Basic,Bank Transfer,INV-2023-002229,Paid
2230,176,2025-01-16,6.4,20,Day Pass,PayPal,INV-2025-002230,Paid
2231,809,2023-07-16,75.0,0,Family,Bank Transfer,INV-2023-002231,Paid
2232,26,2025-03-10,90.0,0,VIP,Bank Transfer,INV-2025-002232,Paid
2233,367,2022-02-05,40.0,0,Standard,Online,INV-2022-002233,Paid
2234,76,2024-09-10,34.0,15,Standard,PayPal,INV-2024-002234,Paid
2235,447,2022-06-12,35.0,0,Monthly,PayPal,INV-2022-002235,Paid
2236,1130,2022-05-12,75.0,0,Family,Bank Transfer,INV-2022-002236,Paid
2237,566,2024-10-10,65.0,0,Premium,Cash,INV-2024-002237,Paid
2238,301,2022-04-12,85.5,5,VIP,Card,INV-2022-002238,Paid
2239,378,2024-06-20,8.0,0,Day Pass,Card,INV-2024-002239,Paid
2240,1134,2022-05-05,65.0,0,Premium,Bank Transfer,INV-2022-002240,Failed
2241,528,2023-12-25,8.0,0,Day Pass,Card,INV-2023-002241,Paid
2242,481,2022-06-08,55.0,0,Corporate,Card,INV-2022-002242,Paid
2243,1047,2023-02-22,90.0,0,VIP,Bank Transfer,INV-2023-002243,Paid
2244,852,2024-05-23,65.0,0,Premium,Cash,INV-2024-002244,Paid
2245,51,2024-01-08,40.0,0,Standard,Online,INV-2024-002245,Paid
2246,768,2023-08-26,90.0,0,VIP,Cash,INV-2023-002246,Paid
2247,755,2022-11-04,65.0,0,Premium,Card,INV-2022-002247,Pending
2248,218,2023-10-04,25.0,0,Basic,PayPal,INV-2023-002248,Paid
2249,1191,2023-03-17,20.0,0,Student,PayPal,INV-2023-002249,Paid
2250,67,2022-11-04,25.0,0,Basic,Card,INV-2022-002250,Paid
2251,159,2023-04-05,18.7,15,Senior,PayPal,INV-2023-002251,Paid
2252,1123,2025-01-08,55.0,0,Corporate,PayPal,INV-2025-002252,Paid
2253,106,2024-12-10,35.0,0,Monthly,Bank Transfer,INV-2024-002253,Paid
2254,552,2025-03-24,8.0,0,Day Pass,Cash,INV-2025-002254,Paid
2255,674,2024-01-12,75.0,0,Family,Bank Transfer,INV-2024-002255,Paid
2256,237,2024-06-30,90.0,0,VIP,Online,INV-2024-002256,Paid
2257,742,2025-02-21,8.0,0,Day Pass,Bank Transfer,INV-2025-002257,Paid
2258,992,2024-07-08,35.0,0,Monthly,Cash,INV-2024-002258,Paid
2259,1167,2022-09-14,55.0,0,Corporate,Cash,INV-2022-002259,Pending
2260,835,2022-10-10,22.0,0,Senior,Bank Transfer,INV-2022-002260,Paid
2261,700,2022-06-16,22.0,0,Senior,PayPal,INV-2022-002261,Paid
2262,304,2023-02-10,25.0,0,Basic,Online,INV-2023-002262,Pending
2263,32,2024-05-07,8.0,0,Day Pass,PayPal,INV-2024-002263,Paid
2264,963,2022-09-16,25.0,0,Basic,Online,INV-2022-002264,Paid
2265,50,2022-05-30,35.0,0,Monthly,PayPal,INV-2022-002265,Paid
2266,795,2023-12-27,19.0,5,Student,PayPal,INV-2023-002266,Paid
2267,495,2022-09-01,35.0,0,Monthly,Bank Transfer,INV-2022-002267,Paid
2268,221,2022-04-03,16.0,20,Student,Bank Transfer,INV-2022-002268,Paid
2269,920,2024-07-10,22.5,10,Basic,Online,INV-2024-002269,Paid
2270,593,2022-10-03,22.0,0,Senior,PayPal,INV-2022-002270,Paid
2271,1044,2022-01-16,40.0,0,Standard,Bank Transfer,INV-2022-002271,Paid
2272,929,2024-06-17,55.0,0,Corporate,PayPal,INV-2024-002272,Paid
2273,573,2022-07-18,81.0,10,VIP,Online,INV-2022-002273,Paid
2274,699,2024-11-26,75.0,0,Family,PayPal,INV-2024-002274,Pending
2275,1041,2024-05-23,20.0,0,Student,Online,INV-2024-002275,Paid
2276,653,2022-10-21,90.0,0,VIP,Cash,INV-2022-002276,Paid
2277,882,2025-03-23,75.0,0,Family,Bank Transfer,INV-2025-002277,Paid
2278,204,2022-12-06,8.0,0,Day Pass,Bank Transfer,INV-2022-002278,Paid
2279,997,2022-12-13,35.0,0,Monthly,Bank Transfer,INV-2022-002279,Paid
2280,218,2023-07-25,22.5,10,Basic,Cash,INV-2023-002280,Paid
2281,1131,2022-12-12,65.0,0,Premium,Card,INV-2022-002281,Paid
2282,1106,2023-02-04,22.0,0,Senior,Card,INV-2023-002282,Paid
2283,757,2025-03-15,35.0,0,Monthly,Online,INV-2025-002283,Paid
2284,1067,2024-07-18,90.0,0,VIP,Card,INV-2024-002284,Paid
2285,246,2024-06-04,90.0,0,VIP,Card,INV-2024-002285,Paid
2286,281,2022-08-27,17.6,20,Senior,Card,INV-2022-002286,Failed
2287,456,2023-11-01,65.0,0,Premium,Bank Transfer,INV-2023-002287,Paid
2288,566,2024-11-16,65.0,0,Premium,Card,INV-2024-002288,Paid
2289,645,2022-03-20,61.75,5,Premium,PayPal,INV-2022-002289,Paid
2290,651,2025-02-17,90.0,0,VIP,Card,INV-2025-002290,Paid
2291,17,2024-02-10,20.0,0,Student,Cash,INV-2024-002291,Paid
2292,401,2022-11-07,22.0,0,Senior,Cash,INV-2022-002292,Paid
2293,1018,2023-02-11,22.0,0,Senior,Card,INV-2023-002293,Paid
2294,1058,2023-03-15,38.0,5,Standard,Card,INV-2023-002294,Paid
2295,1005,2023-03-04,40.0,0,Standard,Card,INV-2023-002295,Paid
2296,857,2024-02-18,90.0,0,VIP,Cash,INV-2024-002296,Paid
2297,715,2023-01-04,20.0,0,Student,Cash,INV-2023-002297,Paid
2298,599,2024-09-30,55.0,0,Corporate,Online,INV-2024-002298,Paid
2299,732,2023-08-29,65.0,0,Premium,Card,INV-2023-002299,Paid
2300,589,2024-07-04,75.0,0,Family,Online,INV-2024-002300,Paid
2301,238,2023-10-16,25.0,0,Basic,Bank Transfer,INV-2023-002301,Paid
2302,816,2024-09-17,75.0,0,Family,Online,INV-2024-002302,Paid
2303,844,2022-03-01,75.0,0,Family,PayPal,INV-2022-002303,Paid
2304,441,2024-04-17,33.25,5,Monthly,Bank Transfer,INV-2024-002304,Paid
2305,536,2024-04-22,8.0,0,Day Pass,Online,INV-2024-002305,Paid
2306,871,2022-04-22,25.0,0,Basic,Cash,INV-2022-002306,Paid
2307,696,2022-04-04,22.0,0,Senior,Online,INV-2022-002307,Paid
2308,454,2022-12-08,22.0,0,Senior,Card,INV-2022-002308,Paid
2309,676,2025-01-10,8.0,0,Day Pass,Card,INV-2025-002309,Paid
2310,777,2023-11-14,65.0,0,Premium,PayPal,INV-2023-002310,Pending
2311,130,2024-11-28,75.0,0,Family,PayPal,INV-2024-002311,Paid
2312,407,2025-01-02,72.0,20,VIP,Cash,INV-2025-002312,Paid
2313,595,2024-02-05,35.0,0,Monthly,Cash,INV-2024-002313,Paid
2314,1133,2022-01-28,25.0,0,Basic,Card,INV-2022-002314,Paid
2315,1079,2024-03-25,90.0,0,VIP,Card,INV-2024-002315,Paid
2316,322,2022-02-19,25.0,0,Basic,Cash,INV-2022-002316,Paid
2317,70,2022-09-11,40.0,0,Standard,Online,INV-2022-002317,Paid
2318,821,2023-07-07,22.0,0,Senior,Card,INV-2023-002318,Paid
2319,152,2024-04-30,22.0,0,Senior,PayPal,INV-2024-002319,Paid
2320,311,2024-03-12,8.0,0,Day Pass,PayPal,INV-2024-002320,Paid
2321,640,2024-05-20,40.0,0,Standard,Card,INV-2024-002321,Paid
2322,619,2023-02-20,55.0,0,Corporate,PayPal,INV-2023-002322,Paid
2323,966,2024-05-29,25.0,0,Basic,Online,INV-2024-002323,Paid
2324,1149,2023-08-06,20.0,0,Student,PayPal,INV-2023-002324,Pending
2325,1038,2022-02-05,65.0,0,Premium,Online,INV-2022-002325,Refunded
2326,764,2022-08-10,25.0,0,Basic,PayPal,INV-2022-002326,Paid
2327,51,2023-04-21,40.0,0,Standard,Online,INV-2023-002327,Paid
2328,1154,2023-09-29,22.0,0,Senior,Card,INV-2023-002328,Paid
2329,196,2023-03-02,25.0,0,Basic,Online,INV-2023-002329,Paid
2330,512,2024-04-05,35.0,0,Monthly,Online,INV-2024-002330,Paid
2331,1072,2025-03-06,8.0,0,Day Pass,Card,INV-2025-002331,Paid
2332,1011,2023-09-30,20.0,0,Student,Cash,INV-2023-002332,Paid
2333,75,2025-03-03,25.0,0,Basic,Card,INV-2025-002333,Paid
2334,550,2025-02-25,90.0,0,VIP,PayPal,INV-2025-002334,Paid
2335,1024,2023-04-28,35.0,0,Monthly,Online,INV-2023-002335,Paid
2336,1054,2022-06-16,20.0,0,Student,Online,INV-2022-002336,Pending
2337,159,2022-01-28,22.0,0,Senior,Card,INV-2022-002337,Paid
2338,341,2022-08-21,90.0,0,VIP,Online,INV-2022-002338,Paid
2339,1015,2024-12-10,75.0,0,Family,PayPal,INV-2024-002339,Paid
2340,857,2023-08-31,90.0,0,VIP,Bank Transfer,INV-2023-002340,Paid
2341,556,2024-02-01,8.0,0,Day Pass,Cash,INV-2024-002341,Paid
2342,290,2023-02-23,65.0,0,Premium,Bank Transfer,INV-2023-002342,Paid
2343,1064,2024-08-24,20.0,0,Student,Bank Transfer,INV-2024-002343,Paid
2344,278,2024-08-28,35.0,0,Monthly,Online,INV-2024-002344,Paid
2345,368,2022-05-18,65.0,0,Premium,Card,INV-2022-002345,Refunded
2346,639,2023-02-13,8.0,0,Day Pass,PayPal,INV-2023-002346,Paid
2347,940,2022-05-06,20.0,0,Student,PayPal,INV-2022-002347,Paid
2348,321,2025-02-19,8.0,0,Day Pass,Bank Transfer,INV-2025-002348,Pending
2349,29,2023-07-17,67.5,10,Family,Online,INV-2023-002349,Paid
2350,1197,2024-01-23,22.0,0,Senior,Online,INV-2024-002350,Paid
2351,522,2023-02-19,8.0,0,Day Pass,Cash,INV-2023-002351,Paid
2352,211,2023-07-28,8.0,0,Day Pass,PayPal,INV-2023-002352,Paid
2353,210,2024-12-05,20.0,0,Student,Online,INV-2024-002353,Paid
2354,677,2023-07-22,25.0,0,Basic,PayPal,INV-2023-002354,Failed
2355,970,2022-01-06,75.0,0,Family,Cash,INV-2022-002355,Paid
2356,188,2022-10-28,49.5,10,Corporate,Online,INV-2022-002356,Paid
2357,1,2022-04-17,90.0,0,VIP,Online,INV-2022-002357,Paid
2358,872,2023-11-01,8.0,0,Day Pass,Card,INV-2023-002358,Paid
2359,494,2024-02-12,35.0,0,Monthly,Online,INV-2024-002359,Paid
2360,728,2024-12-05,8.0,0,Day Pass,Card,INV-2024-002360,Paid
2361,439,2023-07-23,46.75,15,Corporate,Online,INV-2023-002361,Paid
2362,1148,2023-05-29,40.0,0,Standard,PayPal,INV-2023-002362,Paid
2363,892,2022-12-31,55.0,0,Corporate,Bank Transfer,INV-2022-002363,Paid
2364,955,2023-12-10,40.0,0,Standard,Cash,INV-2023-002364,Paid
2365,1147,2023-01-27,61.75,5,Premium,Cash,INV-2023-002365,Paid
2366,22,2024-01-10,25.0,0,Basic,Card,INV-2024-002366,Paid
2367,636,2024-01-26,75.0,0,Family,PayPal,INV-2024-002367,Pending
2368,27,2022-03-10,55.0,0,Corporate,Online,INV-2022-002368,Paid
2369,816,2023-06-03,75.0,0,Family,Card,INV-2023-002369,Paid
2370,1172,2024-08-22,90.0,0,VIP,Online,INV-2024-002370,Refunded
2371,1005,2025-01-22,40.0,0,Standard,Card,INV-2025-002371,Paid
2372,757,2022-11-10,35.0,0,Monthly,Cash,INV-2022-002372,Paid
2373,270,2022-09-02,20.0,0,Student,Card,INV-2022-002373,Paid
2374,644,2025-01-19,75.0,0,Family,Cash,INV-2025-002374,Paid
2375,35,2023-10-11,75.0,0,Family,Cash,INV-2023-002375,Pending
2376,751,2024-04-05,25.0,0,Basic,Card,INV-2024-002376,Paid
2377,134,2024-10-24,65.0,0,Premium,Bank Transfer,INV-2024-002377,Paid
2378,172,2022-04-02,35.0,0,Monthly,Cash,INV-2022-002378,Paid
2379,1036,2022-01-07,20.0,0,Student,PayPal,INV-2022-002379,Paid
2380,719,2024-08-12,90.0,0,VIP,Card,INV-2024-002380,Paid
2381,1160,2022-06-30,58.5,10,Premium,Card,INV-2022-002381,Paid
2382,374,2023-01-16,35.0,0,Monthly,Card,INV-2023-002382,Paid
2383,347,2023-03-22,65.0,0,Premium,Online,INV-2023-002383,Paid
2384,167,2023-05-21,85.5,5,VIP,Cash,INV-2023-002384,Paid
2385,272,2024-02-16,40.0,0,Standard,Cash,INV-2024-002385,Paid
2386,572,2023-10-09,55.0,0,Corporate,Cash,INV-2023-002386,Paid
2387,559,2022-12-29,85.5,5,VIP,Bank Transfer,INV-2022-002387,Failed
2388,901,2024-09-30,90.0,0,VIP,Bank Transfer,INV-2024-002388,Paid
2389,715,2024-12-07,20.0,0,Student,Cash,INV-2024-002389,Paid
2390,76,2024-02-29,36.0,10,Standard,PayPal,INV-2024-002390,Paid
2391,432,2024-06-07,6.4,20,Day Pass,Bank Transfer,INV-2024-002391,Paid
2392,425,2024-10-28,65.0,0,Premium,Bank Transfer,INV-2024-002392,Paid
2393,186,2023-03-08,90.0,0,VIP,Online,INV-2023-002393,Paid
2394,535,2022-08-25,35.0,0,Monthly,Cash,INV-2022-002394,Paid
2395,974,2023-10-24,8.0,0,Day Pass,Online,INV-2023-002395,Paid
2396,70,2022-08-03,40.0,0,Standard,Card,INV-2022-002396,Paid
