attendance_id,member_id,check_in_time,check_out_time,duration_minutes,workout_type,coach_id,notes
744,890,2025-01-03 09:00:00,2025-01-03 10:43:00,103,Yoga,19,Came with friend
745,1104,2022-06-13 14:30:00,2022-06-13 16:13:00,103,Cardio,28,
746,1174,2022-12-08 09:45:00,2022-12-08 11:14:00,89,Stretching,1,First visit
747,647,2022-10-30 19:45:00,2022-10-30 21:29:00,104,Yoga,7,First visit
748,184,2023-10-04 06:45:00,2023-10-04 08:50:00,125,Cardio,24,
749,653,2023-02-04 10:45:00,2023-02-04 11:17:00,32,Strength,3,Competed this week
750,494,2022-06-13 06:15:00,2022-06-13 08:34:00,139,Cycling,4,Competed this week
751,972,2023-09-22 10:30:00,2023-09-22 11:44:00,74,Strength,7,Post-holiday return
752,87,2025-03-21 07:30:00,2025-03-21 09:45:00,135,Cycling,25,
753,1029,2022-09-09 07:30:00,2022-09-09 08:41:00,71,Cardio,28,
754,614,2023-03-11 20:15:00,2023-03-11 21:36:00,81,Strength,28,First visit
755,1088,2024-10-13 12:45:00,2024-10-13 14:51:00,126,Swimming,4,Came with friend
756,162,2023-03-21 17:45:00,2023-03-21 19:27:00,102,Yoga,6,First visit
757,496,2022-05-04 06:30:00,2022-05-04 08:09:00,99,Personal Training,27,Post-holiday return
758,186,2024-01-22 15:45:00,2024-01-22 17:40:00,115,Yoga,2,
759,685,2024-03-01 18:15:00,2024-03-01 19:59:00,104,Boxing,18,
760,732,2023-12-12 09:00:00,2023-12-12 10:18:00,78,Group Class,7,Post-holiday return
761,88,2022-10-02 13:45:00,2022-10-02 15:17:00,92,HIIT,14,
762,325,2025-01-20 19:45:00,2025-01-20 21:07:00,82,Cardio,10,
763,605,2022-12-29 08:45:00,2022-12-29 10:58:00,133,Group Class,8,
764,845,2022-06-06 07:00:00,2022-06-06 08:49:00,109,Boxing,30,First visit
765,420,2023-11-17 15:45:00,2023-11-17 18:01:00,136,Group Class,1,First visit
766,255,2022-03-18 12:00:00,2022-03-18 12:47:00,47,Boxing,6,
767,541,2022-10-20 21:45:00,2022-10-20 22:41:00,56,Swimming,4,Brought guest
768,210,2023-06-24 14:30:00,2023-06-24 15:58:00,88,Strength,16,Competed this week
769,471,2023-10-12 12:00:00,2023-10-12 13:43:00,103,Swimming,18,
770,857,2024-10-11 18:30:00,2024-10-11 20:28:00,118,Stretching,20,
771,1167,2022-12-22 11:30:00,2022-12-22 14:00:00,150,Stretching,16,Came with friend
772,553,2023-10-18 17:00:00,2023-10-18 19:19:00,139,Yoga,26,First visit
773,1102,2024-07-18 10:45:00,2024-07-18 11:30:00,45,Boxing,8,
774,44,2024-05-20 09:00:00,2024-05-20 11:06:00,126,Swimming,26,Regular visit
775,72,2023-02-20 15:15:00,2023-02-20 17:00:00,105,Cycling,24,Brought guest
776,134,2024-11-04 21:15:00,2024-11-04 22:55:00,100,Boxing,14,
777,736,2024-11-14 13:15:00,2024-11-14 14:12:00,57,Swimming,9,Came with friend
778,921,2022-01-29 14:00:00,2022-01-29 14:59:00,59,Cardio,19,
779,231,2023-12-16 12:45:00,2023-12-16 13:17:00,32,HIIT,17,
780,811,2022-09-30 17:30:00,2022-09-30 19:40:00,130,HIIT,1,Regular visit
781,139,2022-12-15 13:00:00,2022-12-15 14:48:00,108,Cardio,23,
782,730,2024-07-11 20:15:00,2024-07-11 20:45:00,30,Group Class,24,Regular visit
783,136,2022-02-10 07:45:00,2022-02-10 09:43:00,118,Stretching,26,Regular visit
784,205,2025-03-03 12:15:00,2025-03-03 13:19:00,64,Personal Training,24,
785,1129,2022-06-04 07:45:00,2022-06-04 09:46:00,121,Stretching,9,
786,296,2022-10-23 14:45:00,2022-10-23 15:18:00,33,Stretching,23,Brought guest
787,973,2022-11-06 18:30:00,2022-11-06 20:50:00,140,Stretching,13,
788,376,2022-12-30 17:00:00,2022-12-30 18:33:00,93,Group Class,25,
789,380,2023-08-17 06:30:00,2023-08-17 08:46:00,136,Yoga,5,Post-holiday return
790,205,2022-08-09 07:00:00,2022-08-09 07:54:00,54,Group Class,12,Brought guest
791,884,2022-07-23 18:15:00,2022-07-23 18:51:00,36,Boxing,,
792,1119,2024-03-28 20:15:00,2024-03-28 20:52:00,37,HIIT,24,
793,66,2023-11-18 13:45:00,2023-11-18 16:09:00,144,Swimming,23,
794,144,2025-03-15 17:15:00,2025-03-15 18:37:00,82,Cycling,18,
795,21,2023-11-26 20:45:00,2023-11-26 22:32:00,107,Personal Training,,
796,197,2024-10-10 13:15:00,2024-10-10 14:27:00,72,Stretching,30,
797,54,2024-08-02 12:45:00,2024-08-02 13:26:00,41,Yoga,24,
798,925,2022-12-18 11:00:00,2022-12-18 11:43:00,43,Yoga,17,Post-holiday return
799,1160,2022-03-26 21:00:00,2022-03-26 22:53:00,113,Swimming,15,
800,381,2022-09-03 06:30:00,2022-09-03 07:40:00,70,Group Class,23,Post-holiday return
801,230,2024-10-12 09:15:00,2024-10-12 10:55:00,100,Strength,15,
802,932,2023-06-10 15:15:00,2023-06-10 16:37:00,82,Cardio,4,
803,618,2023-08-24 10:15:00,2023-08-24 11:31:00,76,HIIT,2,
804,814,2022-02-01 10:30:00,2022-02-01 11:23:00,53,Yoga,29,Competed this week
805,553,2022-06-18 10:00:00,2022-06-18 11:44:00,104,Group Class,9,Came with friend
806,972,2023-01-05 18:00:00,2023-01-05 18:56:00,56,HIIT,13,
807,724,2023-10-09 09:15:00,2023-10-09 11:43:00,148,HIIT,15,Post-holiday return
808,162,2024-08-11 15:00:00,2024-08-11 16:56:00,116,HIIT,8,First visit
809,736,2025-01-11 17:00:00,2025-01-11 18:18:00,78,Cardio,4,
810,218,2025-03-23 09:30:00,2025-03-23 11:59:00,149,Cycling,18,
811,350,2024-05-30 18:30:00,2024-05-30 20:33:00,123,Stretching,25,Brought guest
812,848,2023-06-07 21:45:00,2023-06-07 23:56:00,131,Cycling,21,Post-holiday return
813,260,2023-03-15 20:45:00,2023-03-15 21:22:00,37,Cardio,16,Brought guest
814,552,2023-10-01 20:30:00,2023-10-01 21:03:00,33,Cycling,23,
815,898,2025-02-15 08:00:00,2025-02-15 09:43:00,103,Cardio,15,Regular visit
816,1162,2022-09-25 08:45:00,2022-09-25 09:53:00,68,Cardio,1,Post-holiday return
817,1170,2024-12-19 12:45:00,2024-12-19 14:32:00,107,HIIT,26,
818,668,2023-04-17 14:30:00,2023-04-17 16:05:00,95,Swimming,8,Came with friend
819,81,2024-10-29 11:00:00,2024-10-29 11:58:00,58,Stretching,30,Brought guest
820,841,2023-10-15 14:45:00,2023-10-15 15:38:00,53,HIIT,22,
821,345,2022-05-16 11:15:00,2022-05-16 13:20:00,125,Boxing,21,
822,30,2024-01-06 16:00:00,2024-01-06 18:22:00,142,Yoga,24,
823,5,2022-05-05 06:00:00,2022-05-05 07:40:00,100,Cycling,12,
824,598,2024-04-05 20:15:00,2024-04-05 22:00:00,105,Strength,19,
825,7,2024-11-23 08:00:00,2024-11-23 09:02:00,62,Strength,12,
826,48,2022-07-09 18:15:00,2022-07-09 20:30:00,135,Yoga,4,
827,1013,2023-02-17 20:45:00,2023-02-17 22:49:00,124,Stretching,1,Post-holiday return
828,19,2025-01-14 16:30:00,2025-01-14 18:09:00,99,Strength,30,Brought guest
829,871,2024-09-10 14:45:00,2024-09-10 15:46:00,61,Cardio,1,
830,1055,2023-07-22 13:15:00,2023-07-22 14:40:00,85,Strength,28,
831,501,2024-07-01 08:00:00,2024-07-01 09:36:00,96,Strength,10,
832,1138,2024-01-27 14:30:00,2024-01-27 16:04:00,94,HIIT,24,Competed this week
833,633,2022-11-04 06:15:00,2022-11-04 08:06:00,111,Group Class,25,
834,25,2022-05-21 17:15:00,2022-05-21 18:26:00,71,Yoga,8,Post-holiday return
835,842,2022-03-03 20:30:00,2022-03-03 21:48:00,78,Stretching,19,Competed this week
836,513,2023-08-04 14:45:00,2023-08-04 16:10:00,85,Boxing,4,
837,196,2022-04-30 10:30:00,2022-04-30 12:52:00,142,Cardio,25,
838,1105,2022-07-07 10:15:00,2022-07-07 12:08:00,113,Yoga,16,Came with friend
839,592,2022-01-03 10:45:00,2022-01-03 11:33:00,48,Cardio,16,First visit
840,1026,2022-05-24 21:30:00,2022-05-24 23:28:00,118,Personal Training,28,
841,958,2023-04-11 17:15:00,2023-04-11 18:37:00,82,Group Class,5,
842,706,2024-07-19 06:00:00,2024-07-19 07:07:00,67,Strength,5,Competed this week
843,194,2025-02-20 10:30:00,2025-02-20 11:13:00,43,Cycling,3,
844,858,2022-05-23 11:30:00,2022-05-23 12:44:00,74,Stretching,,Regular visit
845,815,2022-08-23 07:00:00,2022-08-23 08:29:00,89,Stretching,5,
846,114,2023-06-26 19:45:00,2023-06-26 20:18:00,33,Cardio,2,
847,1151,2023-05-12 10:45:00,2023-05-12 11:26:00,41,Cardio,2,
848,411,2022-09-18 19:00:00,2022-09-18 20:14:00,74,Strength,4,
849,542,2024-12-26 17:00:00,2024-12-26 18:33:00,93,Swimming,13,First visit
850,460,2023-06-14 15:45:00,2023-06-14 17:47:00,122,Cardio,28,Regular visit
851,364,2022-10-23 20:45:00,2022-10-23 21:43:00,58,Group Class,12,
852,220,2022-06-30 16:15:00,2022-06-30 16:45:00,30,Personal Training,15,
853,420,2023-09-26 21:15:00,2023-09-26 22:18:00,63,Yoga,11,Brought guest
854,864,2022-06-20 21:45:00,2022-06-20 23:23:00,98,HIIT,5,First visit
855,208,2022-09-16 20:15:00,2022-09-16 21:35:00,80,Boxing,,Brought guest
856,803,2024-05-06 18:30:00,2024-05-06 20:59:00,149,Swimming,30,
857,267,2023-07-20 08:45:00,2023-07-20 11:08:00,143,Swimming,27,Brought guest
858,906,2024-11-11 14:30:00,2024-11-11 16:00:00,90,Boxing,26,
859,327,2025-03-30 07:15:00,2025-03-30 08:31:00,76,Cardio,1,Post-holiday return
860,223,2024-11-11 15:45:00,2024-11-11 16:53:00,68,HIIT,4,
861,642,2023-07-11 12:30:00,2023-07-11 13:06:00,36,Group Class,23,Post-holiday return
862,775,2025-01-26 10:00:00,2025-01-26 10:49:00,49,Strength,10,
863,887,2023-06-02 17:15:00,2023-06-02 18:30:00,75,Group Class,18,
864,36,2024-03-29 14:30:00,2024-03-29 16:22:00,112,Strength,24,
865,208,2024-10-06 12:00:00,2024-10-06 13:37:00,97,HIIT,14,
866,6,2024-05-28 13:30:00,2024-05-28 14:28:00,58,Personal Training,21,Competed this week
867,589,2024-10-21 11:00:00,2024-10-21 12:37:00,97,Cycling,8,Competed this week
868,860,2025-01-04 06:45:00,2025-01-04 08:06:00,81,Group Class,27,
869,712,2022-07-21 09:00:00,2022-07-21 09:53:00,53,Strength,5,First visit
870,637,2023-02-06 14:00:00,2023-02-06 16:12:00,132,HIIT,7,
871,243,2024-04-02 07:30:00,2024-04-02 09:18:00,108,Cycling,13,
872,491,2024-10-14 10:00:00,2024-10-14 12:01:00,121,Cycling,12,
873,120,2023-02-19 11:00:00,2023-02-19 12:59:00,119,Yoga,3,Competed this week
874,915,2025-02-01 07:00:00,2025-02-01 07:41:00,41,Group Class,1,
875,430,2023-09-02 21:00:00,2023-09-02 22:00:00,60,Strength,24,Came with friend
876,203,2024-08-13 19:00:00,2024-08-13 21:09:00,129,Strength,28,
877,795,2022-11-15 17:00:00,2022-11-15 19:02:00,122,Cycling,8,
878,1192,2023-08-07 20:30:00,2023-08-07 22:51:00,141,Personal Training,29,
879,247,2022-06-07 12:45:00,2022-06-07 13:58:00,73,Yoga,10,Brought guest
880,340,2022-09-02 06:45:00,2022-09-02 09:13:00,148,HIIT,17,Brought guest
881,909,2024-12-06 06:45:00,2024-12-06 07:32:00,47,Boxing,19,
882,465,2024-08-16 09:45:00,2024-08-16 10:28:00,43,Swimming,,Brought guest
883,1049,2022-08-16 21:15:00,2022-08-16 22:01:00,46,Yoga,21,Competed this week
884,787,2023-05-30 21:45:00,2023-05-30 23:54:00,129,Strength,17,
885,994,2023-11-25 13:00:00,2023-11-25 14:27:00,87,Swimming,17,
886,15,2023-01-08 15:00:00,2023-01-08 16:56:00,116,Cycling,11,First visit
887,954,2024-10-22 07:00:00,2024-10-22 07:51:00,51,Group Class,21,Regular visit
888,398,2022-10-04 12:45:00,2022-10-04 13:38:00,53,HIIT,26,
889,801,2022-03-19 18:45:00,2022-03-19 20:25:00,100,Personal Training,27,Came with friend
890,532,2024-03-26 21:00:00,2024-03-26 22:19:00,79,Boxing,21,
891,731,2022-05-16 19:00:00,2022-05-16 20:01:00,61,Stretching,27,First visit
892,291,2022-07-03 16:00:00,2022-07-03 18:04:00,124,Strength,26,Post-holiday return
893,611,2022-10-25 18:00:00,2022-10-25 18:30:00,30,Boxing,29,
894,446,2023-02-09 17:00:00,2023-02-09 19:30:00,150,Cycling,24,Regular visit
895,321,2023-08-01 12:00:00,2023-08-01 13:49:00,109,Cycling,27,
896,1184,2022-10-08 15:30:00,2022-10-08 17:04:00,94,Strength,7,
897,21,2023-09-10 09:45:00,2023-09-10 11:31:00,106,Strength,26,
898,648,2023-04-14 07:15:00,2023-04-14 07:57:00,42,Personal Training,29,
899,773,2024-09-02 17:45:00,2024-09-02 19:44:00,119,Group Class,12,
900,474,2023-11-07 13:30:00,2023-11-07 15:10:00,100,Strength,2,
901,668,2022-02-04 09:30:00,2022-02-04 11:56:00,146,Boxing,13,Regular visit
902,319,2024-10-01 19:00:00,2024-10-01 20:10:00,70,Boxing,7,Brought guest
903,691,2023-10-20 09:15:00,2023-10-20 10:54:00,99,Strength,28,Came with friend
904,1010,2023-11-06 09:15:00,2023-11-06 10:14:00,59,Stretching,11,Competed this week
905,1020,2024-11-03 09:30:00,2024-11-03 10:46:00,76,Group Class,4,Post-holiday return
906,94,2024-08-03 11:15:00,2024-08-03 13:18:00,123,Swimming,,
907,606,2023-08-23 19:30:00,2023-08-23 21:38:00,128,Group Class,13,Came with friend
908,960,2022-10-17 07:30:00,2022-10-17 08:08:00,38,Boxing,3,
909,944,2023-02-21 07:45:00,2023-02-21 08:30:00,45,Personal Training,12,Regular visit
910,985,2024-12-24 13:45:00,2024-12-24 15:40:00,115,Cardio,6,
911,997,2023-10-14 15:15:00,2023-10-14 16:52:00,97,Cardio,24,
912,906,2023-08-31 08:30:00,2023-08-31 10:04:00,94,Personal Training,22,Came with friend
913,371,2024-02-25 07:15:00,2024-02-25 08:57:00,102,HIIT,10,Regular visit
914,808,2024-12-17 18:15:00,2024-12-17 20:39:00,144,Boxing,5,Brought guest
915,1058,2023-09-07 07:45:00,2023-09-07 09:08:00,83,Swimming,8,
916,22,2024-07-01 18:15:00,2024-07-01 19:03:00,48,Boxing,30,
917,423,2023-11-24 12:45:00,2023-11-24 14:15:00,90,Swimming,22,
918,734,2022-09-14 12:45:00,2022-09-14 14:47:00,122,Cycling,26,Came with friend
919,107,2024-04-12 06:30:00,2024-04-12 08:06:00,96,Cycling,12,Competed this week
920,479,2022-12-28 07:30:00,2022-12-28 09:39:00,129,Personal Training,24,
921,532,2022-01-13 17:00:00,2022-01-13 18:57:00,117,Cycling,30,Competed this week
922,297,2024-08-29 12:45:00,2024-08-29 14:50:00,125,Strength,30,First visit
923,921,2024-05-28 14:00:00,2024-05-28 15:10:00,70,Yoga,21,
924,659,2024-04-22 20:00:00,2024-04-22 22:04:00,124,Boxing,16,Competed this week
925,949,2024-10-20 16:30:00,2024-10-20 17:32:00,62,HIIT,13,
926,57,2023-05-10 14:15:00,2023-05-10 16:33:00,138,HIIT,15,
927,825,2022-09-24 20:15:00,2022-09-24 21:08:00,53,Cardio,22,
928,360,2022-10-29 21:00:00,2022-10-29 21:43:00,43,Strength,26,Came with friend
929,760,2024-09-30 19:00:00,2024-09-30 20:32:00,92,Strength,13,
930,118,2023-08-27 11:30:00,2023-08-27 12:14:00,44,Group Class,8,Brought guest
931,828,2025-03-27 13:00:00,2025-03-27 14:17:00,77,HIIT,30,
932,871,2025-03-30 06:15:00,2025-03-30 07:59:00,104,HIIT,5,
933,370,2024-04-26 06:00:00,2024-04-26 08:23:00,143,Group Class,5,
934,815,2023-07-05 21:00:00,2023-07-05 21:37:00,37,Swimming,17,
935,147,2024-07-11 20:00:00,2024-07-11 22:27:00,147,Yoga,25,
936,820,2023-02-02 20:00:00,2023-02-02 22:23:00,143,Personal Training,21,
937,68,2023-08-20 12:15:00,2023-08-20 13:08:00,53,Swimming,26,Came with friend
938,376,2023-06-04 14:45:00,2023-06-04 16:28:00,103,Yoga,27,
939,903,2022-11-24 14:45:00,2022-11-24 16:10:00,85,Yoga,29,Brought guest
940,11,2025-01-10 13:00:00,2025-01-10 15:04:00,124,Swimming,24,First visit
941,533,2022-05-05 11:30:00,2022-05-05 13:18:00,108,Stretching,26,Brought guest
942,666,2022-08-11 13:15:00,2022-08-11 14:01:00,46,Boxing,22,
943,1011,2023-01-05 08:15:00,2023-01-05 10:39:00,144,Stretching,3,Post-holiday return
944,456,2023-12-14 07:30:00,2023-12-14 09:38:00,128,Stretching,26,Post-holiday return
945,122,2022-09-14 19:45:00,2022-09-14 21:12:00,87,Swimming,20,First visit
946,352,2024-07-18 11:30:00,2024-07-18 12:45:00,75,Yoga,18,Came with friend
947,543,2024-02-05 06:45:00,2024-02-05 08:47:00,122,Cardio,16,Brought guest
948,891,2023-09-10 06:45:00,2023-09-10 08:50:00,125,Boxing,11,Post-holiday return
949,45,2022-12-14 07:00:00,2022-12-14 08:55:00,115,Strength,18,
950,96,2022-12-06 11:00:00,2022-12-06 13:25:00,145,Personal Training,24,Regular visit
951,488,2022-03-08 14:30:00,2022-03-08 16:09:00,99,Stretching,29,
952,1198,2023-04-07 11:15:00,2023-04-07 12:29:00,74,Yoga,7,
953,355,2022-01-14 11:15:00,2022-01-14 12:30:00,75,Strength,1,
954,767,2023-11-10 17:00:00,2023-11-10 17:44:00,44,Stretching,28,
955,692,2023-08-04 16:00:00,2023-08-04 16:58:00,58,Swimming,18,Brought guest
956,1136,2025-02-21 15:15:00,2025-02-21 17:04:00,109,Yoga,24,
957,395,2022-11-29 15:15:00,2022-11-29 16:35:00,80,HIIT,18,Post-holiday return
958,271,2022-01-15 06:30:00,2022-01-15 08:12:00,102,Cycling,20,
959,251,2022-09-16 14:30:00,2022-09-16 15:11:00,41,HIIT,28,Competed this week
960,118,2024-06-28 16:45:00,2024-06-28 17:55:00,70,Stretching,19,Competed this week
961,275,2022-04-26 09:15:00,2022-04-26 10:16:00,61,Boxing,12,
962,155,2024-09-12 20:30:00,2024-09-12 22:15:00,105,Personal Training,8,
963,135,2022-01-31 18:15:00,2022-01-31 20:01:00,106,Group Class,20,
964,1160,2023-02-21 20:30:00,2023-02-21 22:19:00,109,Strength,18,
965,371,2024-03-21 20:00:00,2024-03-21 21:59:00,119,Yoga,3,Came with friend
966,763,2023-04-21 18:15:00,2023-04-21 20:45:00,150,Swimming,27,Regular visit
967,970,2023-10-15 10:45:00,2023-10-15 11:47:00,62,Swimming,3,
968,53,2024-05-21 09:45:00,2024-05-21 11:58:00,133,Yoga,,
969,1170,2022-11-21 14:30:00,2022-11-21 16:51:00,141,HIIT,8,
970,392,2022-12-07 09:00:00,2022-12-07 10:15:00,75,Yoga,27,First visit
971,727,2022-01-21 16:00:00,2022-01-21 17:04:00,64,Yoga,23,
972,206,2022-08-04 15:15:00,2022-08-04 17:10:00,115,Cardio,16,Came with friend
973,994,2024-08-02 10:30:00,2024-08-02 11:59:00,89,Stretching,4,First visit
974,515,2022-09-26 10:00:00,2022-09-26 11:34:00,94,Cycling,7,Regular visit
975,659,2025-01-10 09:15:00,2025-01-10 11:19:00,124,Cardio,9,Brought guest
976,990,2024-10-05 07:45:00,2024-10-05 09:18:00,93,Swimming,26,Competed this week
977,407,2023-03-04 13:15:00,2023-03-04 15:00:00,105,Stretching,17,Post-holiday return
978,726,2022-07-15 17:00:00,2022-07-15 17:51:00,51,Personal Training,14,Brought guest
979,594,2024-06-06 14:00:00,2024-06-06 16:23:00,143,Cycling,10,
980,1032,2024-01-06 12:15:00,2024-01-06 14:24:00,129,Personal Training,22,Post-holiday return
981,979,2022-10-04 18:15:00,2022-10-04 18:47:00,32,Cycling,8,Post-holiday return
982,988,2022-09-14 11:30:00,2022-09-14 12:39:00,69,Yoga,27,
983,654,2024-02-04 08:45:00,2024-02-04 09:36:00,51,Cycling,5,
984,376,2023-12-19 06:00:00,2023-12-19 07:38:00,98,HIIT,11,
985,831,2022-12-11 15:45:00,2022-12-11 16:37:00,52,Cycling,13,
986,516,2023-01-05 06:00:00,2023-01-05 08:18:00,138,HIIT,25,
987,504,2023-07-15 08:30:00,2023-07-15 10:12:00,102,Stretching,5,Competed this week
988,24,2022-01-28 19:45:00,2022-01-28 20:36:00,51,Boxing,1,
989,840,2024-03-27 06:30:00,2024-03-27 08:57:00,147,Personal Training,26,
990,1190,2024-01-10 19:15:00,2024-01-10 20:08:00,53,Strength,15,Regular visit
991,81,2022-02-08 13:00:00,2022-02-08 13:36:00,36,Strength,18,
992,504,2024-01-30 12:15:00,2024-01-30 13:02:00,47,HIIT,9,Came with friend
993,192,2022-06-27 13:45:00,2022-06-27 16:04:00,139,Cardio,22,
994,860,2022-02-13 10:45:00,2022-02-13 12:17:00,92,Cardio,10,Post-holiday return
995,576,2024-03-30 09:45:00,2024-03-30 12:01:00,136,Cardio,15,Post-holiday return
996,266,2024-03-11 15:15:00,2024-03-11 17:15:00,120,Cycling,22,First visit
997,22,2022-01-31 16:15:00,2022-01-31 17:44:00,89,HIIT,6,Regular visit
998,868,2022-07-04 20:45:00,2022-07-04 22:39:00,114,HIIT,27,
999,228,2023-02-26 12:45:00,2023-02-26 13:29:00,44,Cardio,20,Competed this week
1000,531,2023-08-03 08:45:00,2023-08-03 09:53:00,68,HIIT,30,
1001,204,2024-03-07 17:30:00,2024-03-07 19:55:00,145,Group Class,3,
1002,942,2023-01-01 20:45:00,2023-01-01 22:39:00,114,Swimming,16,First visit
1003,977,2024-05-10 07:45:00,2024-05-10 10:04:00,139,Yoga,25,Regular visit
1004,599,2023-01-04 07:30:00,2023-01-04 09:52:00,142,Swimming,25,
1005,970,2023-11-03 16:00:00,2023-11-03 17:35:00,95,Cycling,14,
1006,178,2024-10-09 12:15:00,2024-10-09 13:23:00,68,HIIT,1,
1007,588,2025-02-21 13:45:00,2025-02-21 14:54:00,69,Group Class,24,Regular visit
1008,160,2024-10-13 11:15:00,2024-10-13 12:19:00,64,Personal Training,13,First visit
1009,403,2024-10-23 18:30:00,2024-10-23 19:57:00,87,Stretching,24,
1010,339,2024-01-06 15:30:00,2024-01-06 17:35:00,125,Yoga,12,
1011,857,2025-02-19 07:30:00,2025-02-19 09:28:00,118,Boxing,5,
1012,1057,2024-06-07 14:00:00,2024-06-07 15:53:00,113,Cardio,30,
1013,695,2023-04-11 16:30:00,2023-04-11 18:01:00,91,Group Class,5,
1014,801,2023-07-25 13:30:00,2023-07-25 15:39:00,129,Stretching,19,
1015,67,2023-03-28 21:00:00,2023-03-28 22:03:00,63,Swimming,1,Regular visit
1016,1001,2024-04-20 09:30:00,2024-04-20 10:28:00,58,Boxing,16,Brought guest
1017,537,2023-07-19 12:45:00,2023-07-19 13:21:00,36,Swimming,23,Post-holiday return
1018,169,2025-01-15 20:30:00,2025-01-15 22:52:00,142,Swimming,8,Post-holiday return
1019,958,2022-09-27 18:15:00,2022-09-27 19:36:00,81,Cycling,29,
1020,754,2023-09-01 08:30:00,2023-09-01 10:44:00,134,Cycling,23,Competed this week
1021,1170,2022-03-10 07:15:00,2022-03-10 08:42:00,87,Boxing,29,
1022,1182,2022-08-14 06:30:00,2022-08-14 07:42:00,72,Cardio,22,Came with friend
1023,1152,2024-02-28 06:30:00,2024-02-28 07:30:00,60,Personal Training,13,Post-holiday return
1024,69,2023-11-23 07:15:00,2023-11-23 09:15:00,120,Yoga,14,Regular visit
1025,871,2024-11-08 13:15:00,2024-11-08 13:48:00,33,Swimming,15,
1026,902,2023-03-09 06:45:00,2023-03-09 08:15:00,90,Strength,17,
1027,375,2023-01-11 19:45:00,2023-01-11 22:08:00,143,Boxing,29,Competed this week
1028,576,2022-06-16 06:45:00,2022-06-16 08:20:00,95,Cycling,13,First visit
1029,447,2024-10-25 16:00:00,2024-10-25 17:19:00,79,Boxing,24,
1030,1173,2024-04-29 12:30:00,2024-04-29 14:27:00,117,HIIT,22,Brought guest
1031,1032,2024-09-13 18:00:00,2024-09-13 20:04:00,124,Personal Training,25,
1032,661,2022-02-14 15:15:00,2022-02-14 16:02:00,47,Strength,22,Came with friend
1033,121,2023-06-22 19:00:00,2023-06-22 20:39:00,99,Swimming,21,Came with friend
1034,61,2024-04-13 18:15:00,2024-04-13 19:08:00,53,Cardio,24,
1035,824,2022-11-30 06:45:00,2022-11-30 07:39:00,54,Stretching,18,
1036,1043,2022-06-14 11:45:00,2022-06-14 12:30:00,45,Cycling,4,Post-holiday return
1037,662,2023-02-22 13:45:00,2023-02-22 14:26:00,41,Boxing,23,
1038,1094,2024-05-16 15:30:00,2024-05-16 16:21:00,51,Swimming,18,Regular visit
1039,324,2022-03-03 12:15:00,2022-03-03 14:38:00,143,Strength,21,
1040,670,2023-09-12 06:00:00,2023-09-12 07:06:00,66,Personal Training,24,Competed this week
1041,858,2024-07-09 06:45:00,2024-07-09 08:31:00,106,HIIT,2,Competed this week
1042,697,2025-01-08 20:15:00,2025-01-08 20:45:00,30,Personal Training,8,Competed this week
1043,1087,2022-11-29 14:15:00,2022-11-29 15:56:00,101,Cycling,23,Regular visit
1044,503,2022-04-22 10:00:00,2022-04-22 11:29:00,89,Cycling,3,Post-holiday return
1045,966,2024-10-25 06:45:00,2024-10-25 08:36:00,111,Swimming,30,
1046,556,2023-03-31 09:30:00,2023-03-31 11:53:00,143,Cycling,18,
1047,211,2024-02-17 14:15:00,2024-02-17 16:40:00,145,Cycling,2,First visit
1048,4,2023-02-14 20:00:00,2023-02-14 20:44:00,44,Boxing,1,Competed this week
1049,320,2024-04-24 15:00:00,2024-04-24 16:27:00,87,Cardio,6,
1050,1051,2025-01-09 07:00:00,2025-01-09 08:28:00,88,HIIT,12,
1051,1083,2022-12-06 19:15:00,2022-12-06 21:08:00,113,Group Class,26,Regular visit
1052,1079,2023-10-31 06:00:00,2023-10-31 07:28:00,88,HIIT,16,Brought guest
1053,1187,2023-11-26 11:45:00,2023-11-26 13:35:00,110,Group Class,2,
1054,859,2025-01-10 06:45:00,2025-01-10 09:14:00,149,Stretching,21,
1055,789,2022-08-14 11:45:00,2022-08-14 13:06:00,81,Swimming,4,
1056,1142,2022-03-09 10:00:00,2022-03-09 11:00:00,60,Stretching,3,Came with friend
1057,117,2022-12-25 19:15:00,2022-12-25 21:11:00,116,Group Class,8,Regular visit
1058,448,2023-10-30 18:15:00,2023-10-30 20:07:00,112,Group Class,10,Brought guest
1059,993,2022-01-13 08:15:00,2022-01-13 08:46:00,31,Group Class,25,
1060,293,2023-09-03 11:30:00,2023-09-03 12:27:00,57,Swimming,19,
1061,1200,2022-07-04 10:15:00,2022-07-04 11:43:00,88,Personal Training,7,
1062,375,2025-02-03 14:45:00,2025-02-03 16:06:00,81,Cardio,7,Competed this week
1063,772,2024-07-08 06:15:00,2024-07-08 08:42:00,147,Group Class,7,Post-holiday return
1064,652,2022-09-30 15:00:00,2022-09-30 16:15:00,75,Personal Training,7,Post-holiday return
1065,524,2024-10-23 08:45:00,2024-10-23 10:56:00,131,Personal Training,24,Regular visit
1066,34,2023-05-13 18:30:00,2023-05-13 20:47:00,137,Cycling,17,
1067,244,2023-12-23 20:45:00,2023-12-23 21:46:00,61,Cycling,11,Regular visit
1068,820,2024-04-21 10:15:00,2024-04-21 11:01:00,46,Yoga,13,
1069,781,2024-04-05 20:45:00,2024-04-05 21:51:00,66,Stretching,2,
